Employee_ID,Age,Gender,Department,Job_Role,Job_Level,Education,Marital_Status,Business_Travel,Distance_From_Home,Monthly_Income,Salary_Band,Hourly_Rate,Monthly_Rate,Job_Involvement,Job_Satisfaction,Environment_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Performance_Rating,Overtime,Training_Times_Last_Year,Years_At_Company,Years_In_Current_Role,Years_With_Current_Manager,Total_Working_Years,Years_Since_Last_Promotion,Num_Companies_Worked,Stock_Option_Level,Percent_Salary_Hike,Daily_Rate,Daily_Hours,Job_Change_Last_2Y,Manager_Change_Last_2Y,Attrition
EMP10312,27,Female,Sales,Sales Executive,2,Master's,Married,Non-Travel,27.0,6391,Medium,23.0,12273.0,2,4.0,3.0,3.0,,3,No,,5,5,5,5,5.0,5,0,14.0,484,9.3,No,No,Yes
EMP10313,57,Female,Research & Development,Research Scientist,2,High School,Married,Travel_Rarely,30.0,9798,High,27.0,17578.0,2,3.0,4.0,2.0,3.0,3,No,2.0,24,2,3,25,6.0,5,0,21.0,393,10.4,No,No,No
EMP10314,32,Male,Research & Development,Research Scientist,3,Doctorate,,Travel_Rarely,1.0,11522,Very High,73.0,,3,3.0,2.0,3.0,2.0,1,No,6.0,11,9,11,18,4.0,0,0,16.0,1145,7.9,No,No,No
EMP10315,28,Male,Operations,Operations Coordinator,2,Bachelor's,Married,Travel_Rarely,30.0,7591,High,59.0,23886.0,2,4.0,3.0,4.0,2.0,3,No,3.0,7,7,4,12,1.0,3,0,18.0,624,10.1,No,No,No
EMP10316,59,Male,Research & Development,Research Scientist,2,Master's,Married,Non-Travel,4.0,6093,Medium,97.0,7131.0,2,4.0,1.0,1.0,2.0,2,No,5.0,8,5,8,14,6.0,2,1,18.0,684,8.4,No,No,No
EMP10317,47,Female,Finance,Financial Analyst,4,Bachelor's,Single,Travel_Rarely,10.0,11542,Very High,67.0,4020.0,1,3.0,1.0,3.0,3.0,4,Yes,,15,6,1,18,9.0,6,1,13.0,1001,7.3,No,No,No
EMP10318,31,Female,Finance,Financial Analyst,4,Master's,Single,Non-Travel,16.0,11294,Very High,91.0,15105.0,3,3.0,4.0,1.0,3.0,3,No,1.0,10,8,10,10,7.0,4,2,16.0,1348,8.5,No,No,No
EMP10319,39,Male,IT,Software Engineer,1,Doctorate,Married,Travel_Rarely,35.0,6538,Medium,99.0,12367.0,3,2.0,,3.0,3.0,3,No,4.0,15,4,13,22,1.0,5,1,24.0,195,9.7,No,No,Yes
EMP10320,31,Female,Research & Development,Research Scientist,1,High School,Married,Non-Travel,2.0,4399,Low,31.0,20570.0,4,2.0,3.0,3.0,4.0,3,No,3.0,3,3,3,4,3.0,2,1,14.0,1017,7.6,No,No,No
EMP10321,57,Male,Finance,Financial Analyst,4,Bachelor's,Divorced,Travel_Frequently,12.0,11865,Very High,75.0,8476.0,3,3.0,4.0,4.0,2.0,3,No,3.0,21,9,3,28,6.0,3,0,19.0,658,8.1,No,No,No
EMP10322,43,Male,Operations,Operations Coordinator,3,Master's,Married,Non-Travel,32.0,8134,High,32.0,12834.0,3,3.0,4.0,3.0,3.0,3,No,6.0,10,5,2,15,6.0,2,0,23.0,671,9.6,No,No,No
EMP10323,31,Male,Human Resources,HR Executive,2,Master's,Married,Travel_Frequently,10.0,7027,High,79.0,7259.0,3,3.0,2.0,3.0,2.0,2,No,2.0,6,4,6,7,4.0,2,0,14.0,128,9.3,No,No,Yes
EMP10324,39,Female,Sales,Sales Executive,4,Master's,Married,Travel_Rarely,35.0,9260,High,60.0,16252.0,4,4.0,4.0,3.0,2.0,2,No,2.0,6,0,6,12,6.0,3,0,17.0,470,8.9,No,No,No
EMP10325,38,Male,Operations,Operations Coordinator,1,Bachelor's,Married,Travel_Rarely,29.0,4023,Low,32.0,23694.0,3,3.0,4.0,3.0,2.0,2,No,1.0,5,2,5,12,3.0,2,1,13.0,1442,7.6,No,No,Yes
EMP10326,24,Female,Finance,Financial Analyst,3,Bachelor's,Married,Travel_Rarely,27.0,9117,High,36.0,24911.0,2,1.0,3.0,1.0,,3,Yes,1.0,3,2,3,3,0.0,5,0,21.0,751,9.6,No,No,Yes
EMP10327,40,Female,Sales,Sales Executive,3,Bachelor's,Married,Travel_Rarely,6.0,10124,Very High,37.0,15727.0,3,3.0,3.0,4.0,2.0,3,Yes,5.0,13,9,6,15,5.0,4,2,19.0,405,9.7,No,No,No
EMP10328,25,Male,Research & Development,Research Scientist,1,Bachelor's,Married,Travel_Frequently,28.0,6884,Medium,48.0,20070.0,3,3.0,4.0,3.0,4.0,2,No,,4,0,4,9,2.0,4,1,23.0,646,8.1,No,No,No
EMP10329,57,Male,Research & Development,Research Scientist,1,Master's,Married,Travel_Frequently,5.0,4535,Medium,62.0,9062.0,1,3.0,2.0,2.0,1.0,3,No,6.0,3,2,3,5,3.0,2,1,19.0,988,8.3,No,No,Yes
EMP10330,52,Female,Operations,Operations Coordinator,1,Bachelor's,Married,Travel_Rarely,36.0,6579,Medium,49.0,18143.0,3,1.0,3.0,2.0,4.0,3,No,6.0,20,2,0,21,3.0,6,0,11.0,1205,10.5,No,No,Yes
EMP10331,39,Male,Research & Development,Research Scientist,1,Bachelor's,Single,Travel_Frequently,7.0,4806,Medium,32.0,4213.0,2,3.0,2.0,3.0,2.0,3,Yes,0.0,9,5,0,9,6.0,6,0,22.0,270,9.7,No,No,Yes
EMP10332,55,Female,IT,Software Engineer,2,Master's,Single,Travel_Rarely,5.0,9058,High,21.0,23168.0,2,4.0,3.0,3.0,2.0,3,Yes,2.0,6,1,6,8,6.0,4,2,16.0,853,9.5,Yes,No,No
EMP10333,24,Male,IT,Software Engineer,1,Master's,Single,Travel_Rarely,28.0,5318,Medium,91.0,11553.0,4,4.0,3.0,3.0,2.0,3,No,4.0,3,3,3,5,0.0,1,1,21.0,219,8.4,No,No,Yes
EMP10334,49,Male,Research & Development,Research Scientist,1,,Divorced,Travel_Rarely,3.0,7793,High,29.0,13144.0,4,4.0,2.0,2.0,4.0,4,No,6.0,22,8,0,22,5.0,6,0,24.0,1362,10.3,No,No,No
EMP10335,22,Female,Sales,Sales Executive,1,Master's,Divorced,Travel_Rarely,14.0,4430,Low,79.0,4268.0,4,1.0,3.0,4.0,,3,Yes,4.0,1,1,1,1,1.0,2,1,10.0,339,10.0,No,No,Yes
EMP10336,33,Male,Finance,Financial Analyst,4,Master's,Single,Travel_Frequently,7.0,11177,Very High,78.0,,2,2.0,2.0,2.0,4.0,1,No,4.0,10,10,10,13,9.0,6,0,20.0,1096,10.3,No,No,No
EMP10337,22,Female,Research & Development,Research Scientist,2,Bachelor's,Single,Non-Travel,35.0,6137,Medium,76.0,19111.0,4,3.0,3.0,3.0,4.0,3,No,3.0,1,1,1,5,1.0,6,2,20.0,1423,10.1,No,No,No
EMP10338,23,Female,Finance,Financial Analyst,2,Bachelor's,Married,Travel_Frequently,22.0,8547,High,43.0,22967.0,1,3.0,3.0,1.0,3.0,4,Yes,2.0,2,2,2,5,2.0,2,1,13.0,1141,10.2,No,No,No
EMP10339,35,Female,Research & Development,Research Scientist,1,High School,Single,Travel_Rarely,40.0,2628,Low,94.0,16137.0,3,3.0,,2.0,3.0,2,Yes,6.0,2,2,2,8,2.0,4,0,15.0,1478,8.7,No,No,Yes
EMP10340,58,Female,Research & Development,Research Scientist,4,Bachelor's,Single,Non-Travel,5.0,12778,Very High,85.0,8183.0,4,2.0,4.0,4.0,4.0,2,Yes,6.0,22,2,14,22,8.0,1,0,17.0,1074,7.2,No,No,No
EMP10341,48,Male,IT,Software Engineer,1,High School,Married,Travel_Rarely,6.0,8163,High,80.0,21953.0,3,2.0,3.0,2.0,4.0,3,No,6.0,23,3,6,27,1.0,2,0,21.0,904,7.3,No,No,Yes
EMP10342,37,Female,Operations,Operations Coordinator,2,Bachelor's,Married,Non-Travel,10.0,8355,High,26.0,18963.0,3,3.0,2.0,4.0,3.0,2,Yes,4.0,16,7,6,18,8.0,1,1,20.0,260,9.6,No,No,No
EMP10343,59,Male,Research & Development,Research Scientist,3,High School,Married,Travel_Frequently,16.0,10096,Very High,61.0,12698.0,2,2.0,3.0,2.0,4.0,2,Yes,1.0,7,1,7,7,7.0,5,1,18.0,1462,9.6,Yes,No,No
EMP10344,41,Male,Sales,Sales Executive,2,Master's,Married,Travel_Frequently,26.0,7118,High,79.0,5460.0,4,3.0,3.0,3.0,2.0,3,No,2.0,9,6,9,14,4.0,0,2,11.0,537,9.6,No,No,No
EMP10345,27,Male,Operations,Operations Coordinator,1,Master's,Married,Non-Travel,13.0,4430,Low,39.0,20574.0,3,3.0,4.0,2.0,2.0,3,No,5.0,6,6,6,9,6.0,5,1,18.0,470,,No,No,Yes
EMP10346,53,Female,Sales,Sales Executive,5,Bachelor's,Married,Travel_Frequently,15.0,10801,Very High,88.0,16269.0,2,1.0,2.0,3.0,3.0,3,Yes,0.0,0,0,0,4,0.0,5,1,19.0,1101,9.2,No,Yes,No
EMP10347,49,Male,Research & Development,Research Scientist,2,Master's,Single,Travel_Rarely,1.0,9203,High,98.0,3684.0,3,1.0,3.0,4.0,3.0,3,No,5.0,12,8,1,15,9.0,2,2,14.0,560,9.2,No,No,No
EMP10348,35,Male,Research & Development,Research Scientist,4,,Single,Travel_Rarely,30.0,12392,Very High,,10413.0,3,4.0,3.0,1.0,2.0,3,No,4.0,14,3,6,21,4.0,3,1,24.0,139,9.9,No,No,Yes
EMP10349,49,Male,Research & Development,Research Scientist,1,Bachelor's,Single,Non-Travel,8.0,6810,Medium,43.0,10654.0,2,3.0,2.0,3.0,4.0,4,No,4.0,14,7,0,18,5.0,0,0,10.0,322,9.9,No,No,No
EMP10350,58,Male,Operations,Operations Coordinator,1,Bachelor's,Married,Travel_Rarely,9.0,8164,High,52.0,16251.0,2,1.0,,3.0,1.0,1,No,2.0,21,5,4,26,6.0,1,0,17.0,977,9.0,Yes,No,No
EMP10351,25,Male,Research & Development,Research Scientist,2,Master's,Single,Travel_Rarely,6.0,7348,High,87.0,5140.0,4,3.0,3.0,3.0,3.0,2,No,1.0,4,4,0,7,3.0,5,0,10.0,658,8.6,No,No,No
EMP10352,35,Male,Sales,Sales Executive,3,Bachelor's,Married,Travel_Rarely,6.0,9240,High,,7980.0,3,2.0,3.0,2.0,4.0,2,No,3.0,14,7,3,19,1.0,2,3,11.0,1492,9.4,No,No,No
EMP10353,48,Female,Research & Development,Research Scientist,3,Bachelor's,Single,Non-Travel,32.0,9437,High,88.0,14829.0,4,3.0,2.0,3.0,2.0,3,No,3.0,13,7,1,17,5.0,5,0,19.0,1039,7.6,No,Yes,No
EMP10354,34,Male,Research & Development,Research Scientist,4,Master's,Married,Non-Travel,31.0,11274,Very High,91.0,9142.0,3,4.0,2.0,3.0,3.0,2,No,5.0,7,7,7,12,4.0,2,0,22.0,1373,9.7,No,No,No
EMP10355,32,Male,Operations,Operations Coordinator,3,Master's,Single,Travel_Rarely,30.0,6972,Medium,58.0,21309.0,1,2.0,4.0,4.0,2.0,1,Yes,4.0,2,2,2,3,2.0,0,0,,175,9.8,No,No,No
EMP10356,40,Female,Research & Development,Research Scientist,3,High School,,Non-Travel,,10803,Very High,28.0,18107.0,3,3.0,3.0,2.0,3.0,2,No,,13,0,9,13,4.0,2,0,19.0,802,9.4,No,No,No
EMP10357,36,Female,Research & Development,Research Scientist,3,Doctorate,Married,Travel_Rarely,37.0,10487,Very High,35.0,15278.0,2,3.0,3.0,4.0,4.0,4,No,4.0,9,8,9,13,0.0,0,2,,673,10.1,No,No,No
EMP10358,37,Male,Human Resources,HR Executive,1,Master's,Divorced,Travel_Rarely,29.0,4423,Low,83.0,6980.0,2,3.0,4.0,2.0,2.0,3,No,1.0,0,0,0,3,0.0,2,0,24.0,593,10.3,Yes,Yes,No
EMP10359,37,Female,Operations,Operations Coordinator,1,Bachelor's,Married,Travel_Rarely,39.0,3391,Low,72.0,3718.0,2,3.0,3.0,3.0,3.0,2,Yes,6.0,3,3,3,9,0.0,6,0,21.0,1261,9.0,No,No,No
EMP10360,38,Male,Sales,Sales Executive,1,Master's,Divorced,Non-Travel,,5252,Medium,59.0,18981.0,4,3.0,4.0,4.0,3.0,3,No,6.0,10,9,9,16,3.0,1,1,11.0,386,7.6,No,Yes,No
EMP10361,56,Female,IT,Software Engineer,5,Master's,Married,Non-Travel,25.0,14501,Very High,51.0,13638.0,3,3.0,3.0,1.0,3.0,3,No,2.0,20,7,12,22,8.0,5,1,12.0,237,8.7,No,No,No
EMP10362,32,Male,Research & Development,Research Scientist,2,Bachelor's,Divorced,Travel_Rarely,7.0,8472,High,38.0,12416.0,1,1.0,2.0,2.0,2.0,3,Yes,0.0,11,10,11,12,0.0,6,2,25.0,1475,9.0,No,No,No
EMP10363,50,Female,IT,Software Engineer,5,Bachelor's,Married,Travel_Frequently,9.0,14938,Very High,41.0,22472.0,3,2.0,3.0,3.0,3.0,3,Yes,0.0,20,5,0,26,2.0,1,2,20.0,419,9.5,No,Yes,No
EMP10364,24,Male,Sales,Sales Executive,1,Master's,Married,Travel_Rarely,14.0,5734,Medium,77.0,23365.0,3,2.0,3.0,3.0,3.0,3,No,5.0,3,3,1,8,1.0,3,0,23.0,1481,8.4,No,No,No
EMP10365,27,Female,Research & Development,Research Scientist,2,Master's,Single,Non-Travel,18.0,5983,Medium,70.0,18395.0,3,2.0,3.0,2.0,4.0,3,Yes,3.0,6,4,6,13,,6,1,25.0,286,8.2,No,No,No
EMP10366,35,Female,Sales,Sales Executive,4,Bachelor's,Married,Non-Travel,17.0,11505,Very High,89.0,,2,4.0,3.0,3.0,3.0,3,No,1.0,11,7,8,11,2.0,2,0,19.0,220,7.3,No,No,No
EMP10367,59,Female,Research & Development,Research Scientist,1,Bachelor's,Single,Travel_Rarely,7.0,5993,Medium,69.0,22931.0,3,2.0,3.0,3.0,3.0,3,No,5.0,8,3,3,8,3.0,3,0,19.0,400,8.5,No,No,No
EMP10368,26,Female,Operations,Operations Coordinator,3,Bachelor's,,Travel_Rarely,32.0,7623,High,59.0,8343.0,2,4.0,,4.0,4.0,3,Yes,1.0,2,2,2,4,2.0,0,1,11.0,177,7.2,No,No,No
EMP10369,57,Female,Human Resources,HR Executive,2,Master's,Single,Travel_Frequently,12.0,6532,Medium,36.0,7647.0,2,4.0,2.0,3.0,1.0,2,Yes,6.0,9,2,1,16,3.0,1,1,23.0,1137,7.5,No,Yes,Yes
EMP10370,40,Female,Sales,Sales Executive,1,Doctorate,Married,Non-Travel,18.0,5950,Medium,81.0,21385.0,3,3.0,2.0,2.0,3.0,4,No,4.0,4,4,0,5,2.0,6,0,17.0,131,10.1,Yes,No,No
EMP10371,60,Female,Sales,Sales Executive,1,High School,Divorced,Travel_Rarely,28.0,8540,High,45.0,23274.0,3,2.0,4.0,3.0,2.0,3,No,1.0,19,3,7,23,2.0,1,1,23.0,1438,7.5,No,No,No
EMP10372,35,Female,Research & Development,Research Scientist,2,Bachelor's,Married,Travel_Rarely,37.0,7615,High,,17430.0,3,,3.0,4.0,2.0,3,No,6.0,14,10,5,19,2.0,5,1,18.0,1054,7.3,No,No,Yes
EMP10373,30,Male,Research & Development,Research Scientist,4,,Single,Non-Travel,19.0,11275,Very High,33.0,19159.0,2,4.0,3.0,3.0,2.0,3,Yes,0.0,9,9,9,15,6.0,4,0,18.0,1487,8.9,No,No,No
EMP10374,56,Female,IT,Software Engineer,1,Bachelor's,Single,Travel_Rarely,25.0,5511,Medium,99.0,8295.0,3,3.0,3.0,4.0,2.0,3,No,3.0,2,2,2,6,2.0,2,1,25.0,339,8.2,No,No,No
EMP10375,38,Male,Operations,Operations Coordinator,4,Master's,Married,Travel_Rarely,8.0,13011,Very High,97.0,21604.0,4,2.0,,1.0,3.0,3,No,5.0,16,5,13,23,2.0,6,2,25.0,255,8.9,Yes,No,No
EMP10376,35,Female,Sales,Sales Executive,3,High School,Single,Travel_Rarely,29.0,8704,High,66.0,6844.0,3,3.0,3.0,,1.0,3,No,5.0,10,2,1,16,2.0,6,2,25.0,129,7.1,No,Yes,Yes
EMP10377,46,Male,Research & Development,Research Scientist,2,High School,Married,Travel_Rarely,38.0,8653,High,51.0,14028.0,3,3.0,2.0,3.0,3.0,1,No,5.0,12,11,6,12,5.0,5,0,23.0,584,8.8,No,No,Yes
EMP10378,45,Male,Research & Development,Research Scientist,4,Master's,Single,Non-Travel,24.0,10671,Very High,66.0,8441.0,2,1.0,2.0,3.0,4.0,2,No,3.0,18,3,2,22,8.0,1,0,17.0,780,8.6,No,No,No
EMP10379,30,Male,Research & Development,Research Scientist,1,Master's,Married,Travel_Rarely,20.0,4608,Medium,94.0,16033.0,2,4.0,3.0,3.0,3.0,3,No,2.0,9,7,4,10,3.0,4,1,11.0,1407,8.4,No,No,No
EMP10380,60,Female,Operations,Operations Coordinator,5,Master's,Married,Travel_Frequently,23.0,12948,Very High,33.0,24056.0,2,3.0,2.0,3.0,4.0,3,No,1.0,16,0,9,22,8.0,5,1,23.0,155,9.1,No,Yes,No
EMP10381,47,Female,Research & Development,Research Scientist,4,High School,Single,Travel_Frequently,39.0,11348,Very High,25.0,3911.0,3,3.0,4.0,2.0,3.0,3,No,3.0,20,11,11,20,6.0,1,1,20.0,654,8.4,Yes,No,No
EMP10382,42,Female,Operations,Operations Coordinator,4,Bachelor's,Married,Travel_Rarely,35.0,10028,Very High,63.0,19777.0,2,2.0,3.0,3.0,3.0,3,No,6.0,6,6,6,9,6.0,1,2,16.0,1289,9.0,No,No,No
EMP10383,54,Male,Research & Development,Research Scientist,3,Bachelor's,Married,Non-Travel,9.0,9517,High,50.0,4057.0,3,3.0,3.0,1.0,4.0,3,No,0.0,11,1,11,17,8.0,3,3,17.0,946,8.0,Yes,No,Yes
EMP10384,28,Male,Research & Development,Research Scientist,4,High School,Divorced,Non-Travel,4.0,9161,High,45.0,,4,,3.0,1.0,2.0,3,No,3.0,7,4,7,8,4.0,5,2,15.0,669,9.1,Yes,No,No
EMP10385,50,Male,Finance,Financial Analyst,1,Bachelor's,Single,Travel_Rarely,33.0,5308,Medium,73.0,18436.0,4,3.0,3.0,2.0,4.0,3,No,5.0,12,11,1,16,9.0,1,1,10.0,459,7.6,No,No,No
EMP10386,28,Male,Sales,Sales Executive,4,Bachelor's,Married,Travel_Rarely,1.0,10796,Very High,55.0,10221.0,3,3.0,3.0,4.0,2.0,3,No,1.0,4,4,4,7,4.0,6,1,11.0,1254,8.1,No,No,No
EMP10387,45,Male,IT,Software Engineer,2,Master's,Single,Travel_Rarely,34.0,7605,High,64.0,21286.0,3,3.0,4.0,2.0,2.0,3,Yes,0.0,6,6,6,11,6.0,1,2,24.0,502,8.4,No,No,Yes
EMP10388,28,Male,Operations,Operations Coordinator,2,Master's,Single,Travel_Rarely,21.0,5988,Medium,88.0,,3,3.0,3.0,4.0,4.0,3,No,6.0,7,0,7,12,7.0,5,0,20.0,428,7.7,No,Yes,No
EMP10389,28,Male,Research & Development,Research Scientist,5,Master's,Married,Travel_Frequently,2.0,12468,Very High,64.0,20923.0,3,4.0,3.0,4.0,2.0,2,No,3.0,7,5,4,12,6.0,3,1,23.0,872,9.3,No,No,No
EMP10390,47,Male,IT,Software Engineer,2,Master's,Married,Travel_Frequently,31.0,4788,Medium,90.0,20866.0,2,4.0,3.0,,4.0,3,No,2.0,1,1,1,8,1.0,5,0,,914,7.7,Yes,No,No
EMP10391,44,Female,IT,Software Engineer,1,Master's,Married,Travel_Rarely,6.0,5398,Medium,24.0,24937.0,4,2.0,3.0,3.0,3.0,3,No,3.0,13,11,10,17,9.0,0,0,23.0,496,10.0,No,No,No
EMP10392,50,Male,Research & Development,Research Scientist,1,High School,Married,Non-Travel,22.0,4344,Low,32.0,12170.0,3,2.0,3.0,4.0,3.0,3,No,0.0,10,10,10,12,4.0,1,2,24.0,408,7.6,No,No,No
EMP10393,30,Male,Sales,Sales Executive,1,Master's,Married,Travel_Rarely,29.0,5525,Medium,55.0,19831.0,2,3.0,3.0,3.0,2.0,1,No,6.0,4,4,0,8,4.0,5,0,21.0,1478,10.3,No,No,No
EMP10394,36,Female,Sales,Sales Executive,5,Master's,Single,Non-Travel,29.0,13319,Very High,,24154.0,3,4.0,4.0,1.0,2.0,4,No,4.0,2,2,2,7,2.0,4,0,10.0,1292,9.6,No,No,No
EMP10395,36,Female,Research & Development,Research Scientist,3,Bachelor's,Married,Travel_Rarely,,9875,High,82.0,8403.0,4,3.0,3.0,2.0,2.0,3,No,0.0,15,11,9,21,9.0,6,1,14.0,1154,7.9,Yes,No,No
EMP10396,50,Male,IT,Software Engineer,3,Master's,Married,Travel_Rarely,32.0,8362,High,66.0,5810.0,4,3.0,2.0,1.0,3.0,3,Yes,5.0,5,4,5,8,5.0,4,0,18.0,1248,7.6,No,No,Yes
EMP10397,45,Male,Research & Development,Research Scientist,1,Bachelor's,Single,Travel_Frequently,40.0,7379,High,30.0,10796.0,3,1.0,4.0,3.0,3.0,4,No,2.0,7,7,6,9,4.0,2,0,25.0,179,8.3,Yes,Yes,No
EMP10398,46,Female,Operations,Operations Coordinator,1,Bachelor's,Single,Travel_Rarely,,4319,Low,62.0,9519.0,2,4.0,4.0,2.0,4.0,3,No,,7,7,2,11,2.0,1,1,24.0,585,10.2,No,No,No
EMP10399,22,Male,Sales,Sales Executive,2,Master's,Single,Non-Travel,2.0,5218,Medium,90.0,21952.0,4,2.0,,1.0,3.0,3,No,5.0,1,0,1,8,1.0,4,3,11.0,439,10.4,No,No,No
EMP10400,35,Female,IT,Software Engineer,2,Master's,Divorced,Travel_Frequently,8.0,6315,Medium,91.0,24284.0,3,4.0,4.0,3.0,2.0,2,No,0.0,6,6,6,8,2.0,3,0,24.0,942,8.4,Yes,No,No
EMP10401,48,Female,Research & Development,Research Scientist,2,Master's,Married,Travel_Rarely,36.0,9096,High,60.0,19705.0,2,2.0,3.0,1.0,4.0,3,Yes,2.0,14,8,4,14,5.0,3,0,17.0,251,9.8,No,Yes,No
EMP10402,56,Male,Research & Development,Research Scientist,2,Bachelor's,Single,Travel_Rarely,8.0,8294,High,78.0,10842.0,2,3.0,3.0,3.0,3.0,3,Yes,3.0,10,7,1,16,3.0,3,1,23.0,498,8.9,No,No,Yes
EMP10403,47,Male,Research & Development,Research Scientist,2,Master's,Single,Travel_Rarely,13.0,6762,Medium,89.0,18193.0,1,3.0,3.0,1.0,4.0,3,No,6.0,3,3,1,9,3.0,0,2,10.0,1380,7.8,Yes,No,Yes
EMP10404,45,Male,Sales,Sales Executive,4,Bachelor's,Married,Travel_Rarely,28.0,8921,High,27.0,20541.0,3,3.0,2.0,3.0,2.0,3,No,4.0,2,2,2,7,2.0,2,0,22.0,505,7.3,No,No,No
EMP10405,35,Male,Sales,Sales Executive,1,Doctorate,Married,Travel_Frequently,17.0,7108,High,90.0,23428.0,3,3.0,2.0,3.0,4.0,2,No,5.0,10,9,9,16,9.0,0,2,17.0,315,9.5,No,No,No
EMP10406,23,Male,Finance,Financial Analyst,2,Master's,Married,Travel_Rarely,11.0,5606,Medium,21.0,4425.0,2,1.0,2.0,4.0,3.0,3,No,3.0,2,2,2,7,2.0,5,1,19.0,911,7.9,No,No,No
EMP10407,24,Male,Research & Development,Research Scientist,1,Bachelor's,Married,Non-Travel,30.0,5193,Medium,93.0,9989.0,3,4.0,3.0,3.0,2.0,3,No,2.0,3,3,0,3,2.0,5,0,16.0,1089,9.1,No,No,No
EMP10408,39,Male,Sales,Sales Executive,5,Bachelor's,Single,Travel_Rarely,13.0,12332,Very High,99.0,18631.0,2,3.0,4.0,3.0,,4,No,2.0,15,4,9,21,0.0,1,1,14.0,604,10.3,No,No,No
EMP10409,23,Female,Finance,Financial Analyst,2,Bachelor's,Divorced,Travel_Rarely,17.0,6787,Medium,36.0,23082.0,2,,3.0,3.0,1.0,3,No,0.0,2,2,2,9,2.0,6,0,16.0,748,8.7,No,No,No
EMP10410,51,Male,Research & Development,Research Scientist,1,Master's,Single,Non-Travel,38.0,5884,Medium,97.0,15488.0,2,2.0,3.0,3.0,3.0,3,No,1.0,8,0,8,10,4.0,0,0,11.0,1236,9.0,Yes,No,No
EMP10411,32,Female,Research & Development,Research Scientist,1,Bachelor's,Married,Travel_Rarely,3.0,7398,High,58.0,24554.0,3,3.0,2.0,3.0,1.0,2,No,4.0,11,6,8,17,4.0,0,0,14.0,405,9.1,No,Yes,No
EMP10412,35,Male,IT,Software Engineer,1,Bachelor's,Married,Non-Travel,5.0,4779,Medium,35.0,5045.0,3,1.0,2.0,3.0,3.0,3,No,2.0,14,4,0,18,4.0,0,1,14.0,570,7.7,No,No,No
EMP10413,28,Female,IT,Software Engineer,2,Doctorate,Married,Travel_Rarely,15.0,6080,Medium,54.0,,2,2.0,3.0,2.0,3.0,3,Yes,3.0,5,5,3,9,0.0,1,0,25.0,845,10.1,Yes,No,Yes
EMP10414,37,Male,Finance,Financial Analyst,5,Master's,Single,Travel_Rarely,8.0,11865,Very High,72.0,9401.0,2,,1.0,4.0,3.0,3,No,,1,1,1,2,1.0,6,0,15.0,243,9.7,No,No,No
EMP10415,43,Female,Research & Development,Research Scientist,1,Doctorate,Single,Travel_Frequently,21.0,6944,Medium,89.0,12752.0,2,1.0,2.0,2.0,2.0,4,No,4.0,15,4,5,22,4.0,4,1,11.0,137,8.2,Yes,No,No
EMP10416,31,Female,Sales,Sales Executive,2,High School,Divorced,Travel_Rarely,38.0,7541,High,48.0,18768.0,4,3.0,3.0,,1.0,4,No,3.0,10,0,5,14,4.0,4,1,12.0,1367,9.3,No,No,No
EMP10417,23,Female,Research & Development,Research Scientist,2,Master's,Married,Travel_Rarely,37.0,5758,Medium,67.0,23750.0,3,3.0,3.0,3.0,3.0,2,Yes,1.0,1,1,1,6,1.0,2,1,25.0,197,8.4,No,No,No
EMP10418,57,Male,Finance,Financial Analyst,4,Master's,Divorced,Non-Travel,39.0,14809,Very High,22.0,8296.0,3,2.0,3.0,3.0,3.0,3,No,6.0,23,4,4,26,3.0,3,1,22.0,800,8.9,No,Yes,No
EMP10419,35,Male,Operations,Operations Coordinator,1,Bachelor's,Divorced,Travel_Rarely,23.0,2172,Low,65.0,15008.0,2,3.0,3.0,3.0,3.0,2,No,3.0,2,2,2,8,2.0,4,0,17.0,556,7.4,No,No,No
EMP10420,31,Male,Operations,Operations Coordinator,1,Bachelor's,Married,Travel_Rarely,18.0,6179,Medium,65.0,20723.0,3,1.0,4.0,4.0,4.0,3,No,1.0,8,8,7,8,4.0,6,0,22.0,1465,7.7,Yes,Yes,No
EMP10421,59,Male,Research & Development,Research Scientist,1,Doctorate,Married,Travel_Rarely,10.0,4704,Medium,96.0,12218.0,3,2.0,3.0,3.0,4.0,3,No,6.0,5,5,5,11,5.0,5,2,21.0,1178,7.3,No,No,Yes
EMP10422,47,Male,Research & Development,Research Scientist,2,High School,Single,Travel_Frequently,17.0,8787,High,94.0,18720.0,3,3.0,3.0,3.0,1.0,3,No,0.0,16,1,4,19,9.0,0,0,10.0,992,9.2,No,No,No
EMP10423,26,Male,Human Resources,HR Executive,1,Bachelor's,Married,Travel_Rarely,25.0,5326,Medium,83.0,22230.0,1,4.0,4.0,3.0,4.0,4,Yes,2.0,5,2,5,5,5.0,1,2,15.0,196,9.5,Yes,No,No
EMP10424,51,Female,Finance,Financial Analyst,5,,Married,Travel_Rarely,13.0,12617,Very High,67.0,,3,3.0,2.0,,1.0,3,No,6.0,9,4,9,10,2.0,1,3,18.0,677,10.2,No,No,No
EMP10425,32,Male,Research & Development,Research Scientist,1,Bachelor's,Single,Travel_Rarely,40.0,4767,Medium,50.0,3230.0,4,3.0,1.0,1.0,3.0,3,No,1.0,7,1,2,11,3.0,5,1,13.0,1491,9.4,No,No,No
